Tree node ID	Genus	Uncharacterised	MiDAS_GCF_1	MiDAS_GCF_2	MiDAS_GCF_3	MiDAS_GCF_4	MiDAS_GCF_5	MiDAS_GCF_6	MiDAS_GCF_7	MiDAS_GCF_8	MiDAS_GCF_9	MiDAS_GCF_10	MiDAS_GCF_11	MiDAS_GCF_12	MiDAS_GCF_13	MiDAS_GCF_14	MiDAS_GCF_15
098-UY-13.bin.1.121'	SXSK01	93.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
058-AR-20.bin.1.199'	SXXK01	94.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
090-US1-124.bin.1.30'	SZUA-430	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
066-CH-22.bin.1.569'	Sediminibacterium	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
062-AU-26.bin.1.98'	Simplicispira	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
014-ES-23.bin.1.210'	Sphaerotilus	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
067-CH-23.bin.1.322'	Sphingobium	94.55	98.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
058-AR-20.bin.1.120'	Sphingorhabdus_B	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071-HK-01.bin.1.137'	Streptococcus	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
046-US2-03.bin.1.425'	Sulfuritalea	38.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
013-IT-11.bin.2.346'	TH-plancto1	97.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
090-US1-124.bin.1.571'	TMP-24	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
052-CH-10.bin.1.119'	Tabrizicola	85.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
061-AU-11.bin.1.630'	Tepidiforma	35.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
035-MX-06.bin.1.451'	Thauera	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
023-IN-14.bin.1.553'	Thermomonas	54.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
076-IN-18.bin.1.728'	Thiothrix	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
098-UY-13.bin.1.516'	Trichococcus	21.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
043-US1-27.bin.1.157'	Turneriella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
034-IT-09.bin.1.12'	UBA10649	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
083-NL-13.bin.1.381'	UBA10799	88.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016-PL-06.bin.1.333'	UBA11034	100	0	0	0	0	0	0	0	86.67	0	0	0	0	0	0	0
065-CA-03.bin.1.251'	UBA2031	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
001-SG-02.bin.1.135'	UBA2033	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
091-US1-126.bin.c.23'	UBA2329	71.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
073-IL-01.bin.1.239'	UBA2353	90.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017-IL-02.bin.1.19'	UBA2376	25.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
035-MX-06.bin.2.3'	UBA2386	80	0	0	0	0	0	0	0	0	100	0	0	0	0	90	0
036-NL-06.bin.1.265'	UBA4408	100	0	0	0	97.5	0	0	0	0	0	0	0	0	0	0	0
008-AR-23.bin.1.434'	UBA4416	80	0	0	0	86.67	0	0	0	0	0	0	0	0	0	0	0
036-NL-06.bin.1.760'	UBA4417	83.87	0	77.42	0	0	0	0	0	0	0	0	0	0	0	0	0
008-AR-23.bin.2.57'	UBA5069	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
035-MX-06.bin.1.6'	UBA5518	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017-IL-02.bin.1.274'	UBA6669	83.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
052-CH-10.bin.1.502'	UBA668	87.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
014-ES-23.bin.1.136'	UBA7236	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
058-AR-20.bin.1.176'	UBA7239	22.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
014-ES-23.bin.1.416'	UBA7672	97.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
013-IT-11.bin.2.487'	UBA9464	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071-HK-01.bin.1.58'	UBA964	95.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
053-PL-24.bin.2.317'	V1-33	54.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
061-AU-11.bin.1.112'	VBCG01	28.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
043-US1-27.bin.1.122'	VFMC01	95.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
040-UK-14.bin.1.61'	Vicinibacter	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
018-CH-08.bin.1.561'	Villigracilis	94.03	0	0	0	0	0	0	0	0	0	0	0	91.04	0	0	0
043-US1-27.bin.1.163'	Vitreimonas	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
066-CH-22.bin.1.32'	WHSN01	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
008-AR-23.bin.1.344'	WYBB01	70.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
053-PL-24.bin.1.591'	ZC4RG30	85.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
098-UY-13.bin.1.166'	Zoogloea	85.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
