genome_id,gtdb_classification,Database
035-MX-06.bin.1.52,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__,MiDAS Global
035-MX-06.bin.1.529,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__TH-plancto1;s__,MiDAS Global
035-MX-06.bin.1.54,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JANYDT01;g__;s__,MiDAS Global
035-MX-06.bin.1.540,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phosphoribacter;s__,MiDAS Global
035-MX-06.bin.1.543,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp937871125,MiDAS Global
035-MX-06.bin.1.546,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__SZUA-149;f__;g__;s__,MiDAS Global
035-MX-06.bin.1.566,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JAGQMS01;g__JAGQMS01;s__,MiDAS Global
035-MX-06.bin.1.570,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__P52-10;s__,MiDAS Global
035-MX-06.bin.1.573,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,MiDAS Global
035-MX-06.bin.1.609,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__,MiDAS Global
035-MX-06.bin.1.71,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__,MiDAS Global
035-MX-06.bin.1.72,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter;s__,MiDAS Global
035-MX-06.bin.1.82,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__,MiDAS Global
035-MX-06.bin.1.85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__,MiDAS Global
035-MX-06.bin.1.88,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methylophosphatis;s__Methylophosphatis sp016791115,MiDAS Global
035-MX-06.bin.1.98,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__JACKER01;s__,MiDAS Global
035-MX-06.bin.2.102,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7239;g__UBA7239;s__,MiDAS Global
035-MX-06.bin.2.150,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp029268225,MiDAS Global
035-MX-06.bin.2.170,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__,MiDAS Global
035-MX-06.bin.2.201,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Aquihabitans;s__,MiDAS Global
035-MX-06.bin.2.219,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__,MiDAS Global
035-MX-06.bin.2.281,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
035-MX-06.bin.2.289,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__JADJPG01;g__;s__,MiDAS Global
035-MX-06.bin.2.290,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__DSYF01;g__DSYF01;s__,MiDAS Global
035-MX-06.bin.2.33,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEUJB01;s__,MiDAS Global
035-MX-06.bin.2.99,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA9973;s__,MiDAS Global
035-MX-06.bin.c.11,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__VEQN01;g__VEQN01;s__,MiDAS Global
035-MX-06.bin.c.12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__JADLHS01;s__,MiDAS Global
035-MX-06.bin.c.13,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__Damh-18;s__,MiDAS Global
035-MX-06.bin.c.2,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__,MiDAS Global
035-MX-06.bin.c.23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__,MiDAS Global
035-MX-06.bin.c.3,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__SOIL31;s__,MiDAS Global
035-MX-06.bin.c.31,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAKFYE01;g__;s__,MiDAS Global
035-MX-06.bin.c.33,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__JAUXSJ01;s__,MiDAS Global
035-MX-06.bin.c.34,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1573;s__,MiDAS Global
035-MX-06.bin.c.35,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__QFOX01;s__,MiDAS Global
035-MX-06.bin.c.4,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__SOIL31;s__,MiDAS Global
035-MX-06.bin.c.5,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__SKIU01;s__,MiDAS Global
035-MX-06.bin.c.6,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__JAGOSP01;s__,MiDAS Global
035-MX-06.bin.c.7,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA5272;g__UBA11704;s__,MiDAS Global
036-NL-06.bin.1.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__,MiDAS Global
036-NL-06.bin.1.103,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAKFYE01;g__;s__,MiDAS Global
036-NL-06.bin.1.104,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,MiDAS Global
036-NL-06.bin.1.108,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__,MiDAS Global
036-NL-06.bin.1.112,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__JAFDZO01;s__JAFDZO01 sp937974175,MiDAS Global
036-NL-06.bin.1.120,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__,MiDAS Global
036-NL-06.bin.1.125,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA4408;f__UBA4408;g__UBA4408;s__,MiDAS Global
036-NL-06.bin.1.133,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__CAIVKH01;f__CAIVKH01;g__CALMUP01;s__,MiDAS Global
036-NL-06.bin.1.138,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__JAEUSI01;s__JAEUSI01 sp016709315,MiDAS Global
036-NL-06.bin.1.139,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__,MiDAS Global
036-NL-06.bin.1.151,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SCN-69-37;s__,MiDAS Global
036-NL-06.bin.1.152,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__,MiDAS Global
036-NL-06.bin.1.155,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__,MiDAS Global
036-NL-06.bin.1.158,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__;s__,MiDAS Global
036-NL-06.bin.1.161,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__,MiDAS Global
036-NL-06.bin.1.164,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAJXWB01;s__,MiDAS Global
036-NL-06.bin.1.165,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__JADJTE01;s__,MiDAS Global
036-NL-06.bin.1.169,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAEURQ01;s__JAEURQ01 sp021413725,MiDAS Global
036-NL-06.bin.1.170,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024 sp019163175,MiDAS Global
036-NL-06.bin.1.176,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea saccharophila,MiDAS Global
036-NL-06.bin.1.180,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA8515;s__,MiDAS Global
036-NL-06.bin.1.186,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JAUXUR01;f__JAUXUR01;g__JAUXUR01;s__,MiDAS Global
036-NL-06.bin.1.187,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__CFX8;g__;s__,MiDAS Global
036-NL-06.bin.1.189,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__JAFLCL01;s__,MiDAS Global
036-NL-06.bin.1.190,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteraurantiacibacter;s__,MiDAS Global
036-NL-06.bin.1.192,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__;g__;s__,MiDAS Global
036-NL-06.bin.1.195,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__,MiDAS Global
036-NL-06.bin.1.196,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__RFTN01;s__,MiDAS Global
036-NL-06.bin.1.201,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__,MiDAS Global
036-NL-06.bin.1.202,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
036-NL-06.bin.1.206,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter sp016718315,MiDAS Global
036-NL-06.bin.1.211,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JAGQMS01;g__JAGQMS01;s__,MiDAS Global
036-NL-06.bin.1.213,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__,MiDAS Global
036-NL-06.bin.1.214,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__JADKHK01;s__,MiDAS Global
036-NL-06.bin.1.219,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JANYJH01;s__,MiDAS Global
036-NL-06.bin.1.225,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__,MiDAS Global
036-NL-06.bin.1.234,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__J137;f__J137;g__;s__,MiDAS Global
036-NL-06.bin.1.238,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JADYZU01;s__,MiDAS Global
036-NL-06.bin.1.248,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_I;s__,MiDAS Global
036-NL-06.bin.1.257,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__CAIYPG01;s__,MiDAS Global
036-NL-06.bin.1.258,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,MiDAS Global
036-NL-06.bin.1.260,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
036-NL-06.bin.1.262,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__,MiDAS Global
036-NL-06.bin.1.263,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JADYZU01;s__,MiDAS Global
036-NL-06.bin.1.265,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA4408;f__UBA4408;g__UBA4408;s__UBA4408 sp016718805,MiDAS Global
036-NL-06.bin.1.266,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__,MiDAS Global
036-NL-06.bin.1.268,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp963169325,MiDAS Global
036-NL-06.bin.1.272,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA11063;g__Aquella;s__Aquella sp003538525,MiDAS Global
036-NL-06.bin.1.280,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__Bog-950 sp947457525,MiDAS Global
036-NL-06.bin.1.281,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp016705575,MiDAS Global
036-NL-06.bin.1.314,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__,MiDAS Global
036-NL-06.bin.1.318,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,MiDAS Global
036-NL-06.bin.1.331,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__Ga0077539;s__,MiDAS Global
036-NL-06.bin.1.333,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__,MiDAS Global
036-NL-06.bin.1.335,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__,MiDAS Global
036-NL-06.bin.1.336,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Pseudaquidulcibacter;s__,MiDAS Global
036-NL-06.bin.1.337,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JAMLHN01;s__,MiDAS Global
036-NL-06.bin.1.344,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAMDFR01;g__CAMDFR01;s__,MiDAS Global
036-NL-06.bin.1.353,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__,MiDAS Global
036-NL-06.bin.1.355,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__,MiDAS Global
036-NL-06.bin.1.36,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__RYN-417;s__,MiDAS Global
036-NL-06.bin.1.361,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,MiDAS Global
036-NL-06.bin.1.373,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,MiDAS Global
036-NL-06.bin.1.382,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__;s__,MiDAS Global
036-NL-06.bin.1.388,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__F1-80-MAGs062;s__,MiDAS Global
036-NL-06.bin.1.389,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABWAJ01;s__,MiDAS Global
036-NL-06.bin.1.430,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,MiDAS Global
036-NL-06.bin.1.435,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__Desulfobacillus sp018262875,MiDAS Global
036-NL-06.bin.1.444,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN3;s__IGN3 sp016707115,MiDAS Global
036-NL-06.bin.1.469,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__CAIVKH01;f__CAIVKH01;g__CALMUP01;s__,MiDAS Global
036-NL-06.bin.1.47,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAKGP01;s__,MiDAS Global
036-NL-06.bin.1.48,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-01-FULL-59-12;f__2-01-FULL-59-12;g__;s__,MiDAS Global
036-NL-06.bin.1.495,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__JAGNNV01;g__JAGNNV01;s__JAGNNV01 sp017990495,MiDAS Global
036-NL-06.bin.1.500,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__,MiDAS Global
036-NL-06.bin.1.506,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__SCUB01;s__,MiDAS Global
036-NL-06.bin.1.514,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
036-NL-06.bin.1.515,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__,MiDAS Global
036-NL-06.bin.1.521,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__,MiDAS Global
036-NL-06.bin.1.523,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,MiDAS Global
036-NL-06.bin.1.544,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__VFMC01;s__,MiDAS Global
036-NL-06.bin.1.571,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma glycogenicus,MiDAS Global
036-NL-06.bin.1.575,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
036-NL-06.bin.1.590,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__,MiDAS Global
036-NL-06.bin.1.596,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADJOU01;g__CHPMRC01;s__,MiDAS Global
036-NL-06.bin.1.608,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__,MiDAS Global
036-NL-06.bin.1.61,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,MiDAS Global
036-NL-06.bin.1.625,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__,MiDAS Global
036-NL-06.bin.1.631,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio sp016705685,MiDAS Global
036-NL-06.bin.1.632,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CADEFD01;s__,MiDAS Global
036-NL-06.bin.1.639,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__,MiDAS Global
036-NL-06.bin.1.647,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,MiDAS Global
036-NL-06.bin.1.659,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,MiDAS Global
036-NL-06.bin.1.675,d__Bacteria;p__RUG730;c__RUG730;o__RUG730;f__;g__;s__,MiDAS Global
036-NL-06.bin.1.699,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__,MiDAS Global
036-NL-06.bin.1.704,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,MiDAS Global
036-NL-06.bin.1.713,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JANYCG01;s__,MiDAS Global
036-NL-06.bin.1.717,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA4417;g__UBA4417;s__,MiDAS Global
036-NL-06.bin.1.736,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJTI01;s__,MiDAS Global
036-NL-06.bin.1.740,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__CAIVKH01;f__CAIVKH01;g__;s__,MiDAS Global
036-NL-06.bin.1.760,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA4417;g__UBA4417;s__UBA4417 sp016707785,MiDAS Global
036-NL-06.bin.1.88,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__SLM-1;s__,MiDAS Global
036-NL-06.bin.1.94,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__,MiDAS Global
036-NL-06.bin.1.96,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__,MiDAS Global
036-NL-06.bin.1.98,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__,MiDAS Global
036-NL-06.bin.2.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAKPAM01;s__,MiDAS Global
036-NL-06.bin.2.129,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__CAIPTY01;s__,MiDAS Global
036-NL-06.bin.2.165,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__Lentimicrobium sp016709025,MiDAS Global
036-NL-06.bin.2.194,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__,MiDAS Global
036-NL-06.bin.2.303,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__,MiDAS Global
036-NL-06.bin.2.357,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JALHOE01;s__,MiDAS Global
036-NL-06.bin.2.383,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
036-NL-06.bin.2.415,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__TH-plancto1;s__,MiDAS Global
036-NL-06.bin.2.425,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
036-NL-06.bin.2.434,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Laterigemmans;s__,MiDAS Global
036-NL-06.bin.2.442,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__,MiDAS Global
036-NL-06.bin.2.52,d__Bacteria;p__Planctomycetota;c__PLA2;o__PLA2;f__JAEUHO01;g__JAEUHO01;s__,MiDAS Global
036-NL-06.bin.2.58,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__JAIEOG01;s__,MiDAS Global
036-NL-06.bin.c.1,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__JAGTJX01;g__;s__,MiDAS Global
037-NO2-03.bin.1.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CTSOIL-112;s__CTSOIL-112 sp017986195,MiDAS Global
037-NO2-03.bin.1.100,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__,MiDAS Global
037-NO2-03.bin.1.103,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__,MiDAS Global
037-NO2-03.bin.1.105,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,MiDAS Global
037-NO2-03.bin.1.106,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__,MiDAS Global
